WORD,SYNONYMS
DAILIES,"TABLOID, MEDIA, NEWSPAPER, PRESS"
PRESS,"TABLOID, MEDIA, NEWSPAPER, DAILIES"
TIMBER,"LOG, JUNGLE, WOOD, WOODLAND, FOREST"
LOG,"TIMBER, JUNGLE, WOOD, WOODLAND, FOREST"
JUNGLE,"TIMBER, LOG, WOOD, WOODLAND, FOREST"
WOOD,"TIMBER, LOG, JUNGLE, WOODLAND, FOREST"
WOODLAND,"TIMBER, LOG, JUNGLE, WOOD, FOREST"
FOREST,"TIMBER, LOG, JUNGLE, WOOD, WOODLAND"
SWIMMING POOL,"POND, LAKE, POOL, TIDAL POND"
POND,"SWIMMING POOL, LAKE, POOL, TIDAL POND"
LAKE,"SWIMMING POOL, POND, POOL, TIDAL POND"
POOL,"SWIMMING POOL, POND, LAKE, TIDAL POND"
TIDAL POND,"SWIMMING POOL, POND, LAKE, POOL"
EASE,"RELIEVE, PACIFY, SOOTHE, APPEASE"
RELIEVE,"EASE, PACIFY, SOOTHE, APPEASE"
PACIFY,"EASE, RELIEVE, SOOTHE, APPEASE"
SOOTHE,"EASE, RELIEVE, PACIFY, APPEASE"
APPEASE,"EASE, RELIEVE, PACIFY, SOOTHE"
SHAKE,RATTLE
RATTLE,SHAKE
TURTLE,TORTOISE
TORTOISE,TURTLE
CONCERTO,"SYMPHONY, GIG, ORCHESTRA, CONCERT"
SYMPHONY,"CONCERTO, GIG, ORCHESTRA, CONCERT"
GIG,"CONCERTO, SYMPHONY, ORCHESTRA, CONCERT"
ORCHESTRA,"CONCERTO, SYMPHONY, GIG, CONCERT"
CONCERT,"CONCERTO, SYMPHONY, GIG, ORCHESTRA"
WELL,"REALLY, TOGETHER, ACTUALLY"
REALLY,"WELL, TOGETHER, ACTUALLY"
TOGETHER,"WELL, REALLY, ACTUALLY"
ACTUALLY,"WELL, REALLY, TOGETHER"
KIND,"LOT, SORT"
LOT,"KIND, SORT"
SORT,"KIND, LOT"
JEWEL,"ORNAMENT, MASTERPIECE, GEM"
ORNAMENT,"JEWEL, MASTERPIECE, GEM"
MASTERPIECE,"JEWEL, ORNAMENT, GEM"
GEM,"JEWEL, ORNAMENT, MASTERPIECE"
LABORATORY,LAB
LAB,LABORATORY
SHIPMENTS,"PROPERTY, EQUIPMENT, GOODS, FURNITURE"
PROPERTY,"SHIPMENTS, EQUIPMENT, GOODS, FURNITURE"
EQUIPMENT,"SHIPMENTS, PROPERTY, GOODS, FURNITURE"
GOODS,"SHIPMENTS, PROPERTY, EQUIPMENT, FURNITURE"
FURNITURE,"SHIPMENTS, PROPERTY, EQUIPMENT, GOODS"
KEYBOARD,PIANO
PIANO,KEYBOARD
COCKROACH,"BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
BEETLE,"COCKROACH, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
MOTH,"COCKROACH, BEETLE, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
MITE,"COCKROACH, BEETLE, MOTH, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
SPIDER,"COCKROACH, BEETLE, MOTH, MITE, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
GNAT,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
DRAGONFLY,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
BUTTERFLY,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
LADYBUG,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
LADYBIRD,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
INSECT,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
GRASSHOPPER,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, ANT, TERMITE, FLEA, PEST, APHID, MOSQUITO"
ANT,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, TERMITE, FLEA, PEST, APHID, MOSQUITO"
TERMITE,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, FLEA, PEST, APHID, MOSQUITO"
FLEA,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, PEST, APHID, MOSQUITO"
PEST,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, APHID, MOSQUITO"
APHID,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, MOSQUITO"
MOSQUITO,"COCKROACH, BEETLE, MOTH, MITE, SPIDER, GNAT, DRAGONFLY, BUTTERFLY, LADYBUG, LADYBIRD, INSECT, GRASSHOPPER, ANT, TERMITE, FLEA, PEST, APHID"
REDUCE,"TRAUMA, CUT, TRIMMED, SLASH, WOUND"
TRAUMA,"REDUCE, CUT, TRIMMED, SLASH, WOUND"
CUT,"REDUCE, TRAUMA, TRIMMED, SLASH, WOUND"
TRIMMED,"REDUCE, TRAUMA, CUT, SLASH, WOUND"
SLASH,"REDUCE, TRAUMA, CUT, TRIMMED, WOUND"
WOUND,"REDUCE, TRAUMA, CUT, TRIMMED, SLASH"
DO,"OPERATE, PERFORM, LIVE TO"
OPERATE,"DO, PERFORM, LIVE TO"
PERFORM,"DO, OPERATE, LIVE TO"
LIVE TO,"DO, OPERATE, PERFORM"
DUCT,TUBE
TUBE,DUCT
LETTER,"MESSAGE, MEMORANDUM, MEMO"
MESSAGE,"LETTER, MEMORANDUM, MEMO"
MEMORANDUM,"LETTER, MESSAGE, MEMO"
MEMO,"LETTER, MESSAGE, MEMORANDUM"
METRE,"FOOT, METER"
FOOT,"METRE, METER"
METER,"METRE, FOOT"
PARK,"VEGETABLE GARDEN, GARDEN, PLAZA, MALL, VEGETABLE PATCH, LAWN, YARD, BACKYARD"
VEGETABLE GARDEN,"PARK, GARDEN, PLAZA, MALL, VEGETABLE PATCH, LAWN, YARD, BACKYARD"
GARDEN,"PARK, VEGETABLE GARDEN, PLAZA, MALL, VEGETABLE PATCH, LAWN, YARD, BACKYARD"
PLAZA,"PARK, VEGETABLE GARDEN, GARDEN, MALL, VEGETABLE PATCH, LAWN, YARD, BACKYARD"
MALL,"PARK, VEGETABLE GARDEN, GARDEN, PLAZA, VEGETABLE PATCH, LAWN, YARD, BACKYARD"
VEGETABLE PATCH,"PARK, VEGETABLE GARDEN, GARDEN, PLAZA, MALL, LAWN, YARD, BACKYARD"
LAWN,"PARK, VEGETABLE GARDEN, GARDEN, PLAZA, MALL, VEGETABLE PATCH, YARD, BACKYARD"
YARD,"PARK, VEGETABLE GARDEN, GARDEN, PLAZA, MALL, VEGETABLE PATCH, LAWN, BACKYARD"
BACKYARD,"PARK, VEGETABLE GARDEN, GARDEN, PLAZA, MALL, VEGETABLE PATCH, LAWN, YARD"
COASTAL,SEASIDE
SEASIDE,COASTAL
HORRID,"TERRIFYING, HORRIBLE, QUIRKY, CREEPY, WEIRD, SPOOKY, SCARY"
TERRIFYING,"HORRID, HORRIBLE, QUIRKY, CREEPY, WEIRD, SPOOKY, SCARY"
HORRIBLE,"HORRID, TERRIFYING, QUIRKY, CREEPY, WEIRD, SPOOKY, SCARY"
QUIRKY,"HORRID, TERRIFYING, HORRIBLE, CREEPY, WEIRD, SPOOKY, SCARY"
CREEPY,"HORRID, TERRIFYING, HORRIBLE, QUIRKY, WEIRD, SPOOKY, SCARY"
WEIRD,"HORRID, TERRIFYING, HORRIBLE, QUIRKY, CREEPY, SPOOKY, SCARY"
SPOOKY,"HORRID, TERRIFYING, HORRIBLE, QUIRKY, CREEPY, WEIRD, SCARY"
SCARY,"HORRID, TERRIFYING, HORRIBLE, QUIRKY, CREEPY, WEIRD, SPOOKY"
GUSTO,"VERVE, DURABILITY, STAMINA, LONGEVITY, EFFICIENCY, INTENSITY, ENDURANCE, VITALITY, RELISH, STRENGTH, ENERGY, ABILITY"
VERVE,"GUSTO, DURABILITY, STAMINA, LONGEVITY, EFFICIENCY, INTENSITY, ENDURANCE, VITALITY, RELISH, STRENGTH, ENERGY, ABILITY"
DURABILITY,"GUSTO, VERVE, STAMINA, LONGEVITY, EFFICIENCY, INTENSITY, ENDURANCE, VITALITY, RELISH, STRENGTH, ENERGY, ABILITY"
STAMINA,"GUSTO, VERVE, DURABILITY, LONGEVITY, EFFICIENCY, INTENSITY, ENDURANCE, VITALITY, RELISH, STRENGTH, ENERGY, ABILITY"
LONGEVITY,"GUSTO, VERVE, DURABILITY, STAMINA, EFFICIENCY, INTENSITY, ENDURANCE, VITALITY, RELISH, STRENGTH, ENERGY, ABILITY"
EFFICIENCY,"GUSTO, VERVE, DURABILITY, STAMINA, LONGEVITY, INTENSITY, ENDURANCE, VITALITY, RELISH, STRENGTH, ENERGY, ABILITY"
INTENSITY,"GUSTO, VERVE, DURABILITY, STAMINA, LONGEVITY, EFFICIENCY, ENDURANCE, VITALITY, RELISH, STRENGTH, ENERGY, ABILITY"
ENDURANCE,"GUSTO, VERVE, DURABILITY, STAMINA, LONGEVITY, EFFICIENCY, INTENSITY, VITALITY, RELISH, STRENGTH, ENERGY, ABILITY"
VITALITY,"GUSTO, VERVE, DURABILITY, STAMINA, LONGEVITY, EFFICIENCY, INTENSITY, ENDURANCE, RELISH, STRENGTH, ENERGY, ABILITY"
RELISH,"GUSTO, VERVE, DURABILITY, STAMINA, LONGEVITY, EFFICIENCY, INTENSITY, ENDURANCE, VITALITY, STRENGTH, ENERGY, ABILITY"
STRENGTH,"GUSTO, VERVE, DURABILITY, STAMINA, LONGEVITY, EFFICIENCY, INTENSITY, ENDURANCE, VITALITY, RELISH, ENERGY, ABILITY"
ENERGY,"GUSTO, VERVE, DURABILITY, STAMINA, LONGEVITY, EFFICIENCY, INTENSITY, ENDURANCE, VITALITY, RELISH, STRENGTH, ABILITY"
ABILITY,"GUSTO, VERVE, DURABILITY, STAMINA, LONGEVITY, EFFICIENCY, INTENSITY, ENDURANCE, VITALITY, RELISH, STRENGTH, ENERGY"
INTELLIGENT,"WISE, CRAFTY, SENSIBLE, SMART"
WISE,"INTELLIGENT, CRAFTY, SENSIBLE, SMART"
CRAFTY,"INTELLIGENT, WISE, SENSIBLE, SMART"
SENSIBLE,"INTELLIGENT, WISE, CRAFTY, SMART"
SMART,"INTELLIGENT, WISE, CRAFTY, SENSIBLE"
FOCUSING,"FOCUS, CONCENTRATE"
FOCUS,"FOCUSING, CONCENTRATE"
CONCENTRATE,"FOCUSING, FOCUS"
FOODS,"DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
DRINKS,"FOODS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
SNACK,"FOODS, DRINKS, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
BEVERAGE,"FOODS, DRINKS, SNACK, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
SNACKS,"FOODS, DRINKS, SNACK, BEVERAGE, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
ALCOHOLIC DRINK,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
MEATS,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
SCOTCH,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
LIQUEUR,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
ALCOHOL,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
WHISKEY,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
BRANDY,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
BOURBON,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
DRINK,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, ALCOHOLIC BEVERAGE, REFRESHMENT, LIQUOR"
ALCOHOLIC BEVERAGE,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, REFRESHMENT, LIQUOR"
REFRESHMENT,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, LIQUOR"
LIQUOR,"FOODS, DRINKS, SNACK, BEVERAGE, SNACKS, ALCOHOLIC DRINK, MEATS, SCOTCH, LIQUEUR, ALCOHOL, WHISKEY, BRANDY, BOURBON, DRINK, ALCOHOLIC BEVERAGE, REFRESHMENT"
MANIA,"CRAZE, RAGE, FRENZY, FURY"
CRAZE,"MANIA, RAGE, FRENZY, FURY"
RAGE,"MANIA, CRAZE, FRENZY, FURY"
FRENZY,"MANIA, CRAZE, RAGE, FURY"
FURY,"MANIA, CRAZE, RAGE, FRENZY"
RUNNER,RACER
RACER,RUNNER
AIRPORT,RUNWAY
RUNWAY,AIRPORT
JET,"HELICOPTER, AIRLINER, AIRCRAFT"
HELICOPTER,"JET, AIRLINER, AIRCRAFT"
AIRLINER,"JET, HELICOPTER, AIRCRAFT"
AIRCRAFT,"JET, HELICOPTER, AIRLINER"
HUNTING,HUNT
HUNT,HUNTING
SATISFIED,"HAPPY, PROUD, GLAD"
HAPPY,"SATISFIED, PROUD, GLAD"
PROUD,"SATISFIED, HAPPY, GLAD"
GLAD,"SATISFIED, HAPPY, PROUD"
BLOOM,BLOSSOM
BLOSSOM,BLOOM
AQUAMARINE,TURQUOISE
TURQUOISE,AQUAMARINE
INSECTICIDE,"HERBICIDE, FUNGICIDE, PESTICIDE"
HERBICIDE,"INSECTICIDE, FUNGICIDE, PESTICIDE"
FUNGICIDE,"INSECTICIDE, HERBICIDE, PESTICIDE"
PESTICIDE,"INSECTICIDE, HERBICIDE, FUNGICIDE"
MOIST,"SOAKED, WATERY, HUMID, SLIPPERY, WET, DAMP, RAINY"
SOAKED,"MOIST, WATERY, HUMID, SLIPPERY, WET, DAMP, RAINY"
WATERY,"MOIST, SOAKED, HUMID, SLIPPERY, WET, DAMP, RAINY"
HUMID,"MOIST, SOAKED, WATERY, SLIPPERY, WET, DAMP, RAINY"
SLIPPERY,"MOIST, SOAKED, WATERY, HUMID, WET, DAMP, RAINY"
WET,"MOIST, SOAKED, WATERY, HUMID, SLIPPERY, DAMP, RAINY"
DAMP,"MOIST, SOAKED, WATERY, HUMID, SLIPPERY, WET, RAINY"
RAINY,"MOIST, SOAKED, WATERY, HUMID, SLIPPERY, WET, DAMP"
AGELESS,"TIMELESS, EVERLASTING, CONTINUOUS, PERPETUAL, ETERNAL, ENDLESS, UNLIMITED, IMMORTAL"
TIMELESS,"AGELESS, EVERLASTING, CONTINUOUS, PERPETUAL, ETERNAL, ENDLESS, UNLIMITED, IMMORTAL"
EVERLASTING,"AGELESS, TIMELESS, CONTINUOUS, PERPETUAL, ETERNAL, ENDLESS, UNLIMITED, IMMORTAL"
CONTINUOUS,"AGELESS, TIMELESS, EVERLASTING, PERPETUAL, ETERNAL, ENDLESS, UNLIMITED, IMMORTAL"
PERPETUAL,"AGELESS, TIMELESS, EVERLASTING, CONTINUOUS, ETERNAL, ENDLESS, UNLIMITED, IMMORTAL"
ETERNAL,"AGELESS, TIMELESS, EVERLASTING, CONTINUOUS, PERPETUAL, ENDLESS, UNLIMITED, IMMORTAL"
ENDLESS,"AGELESS, TIMELESS, EVERLASTING, CONTINUOUS, PERPETUAL, ETERNAL, UNLIMITED, IMMORTAL"
UNLIMITED,"AGELESS, TIMELESS, EVERLASTING, CONTINUOUS, PERPETUAL, ETERNAL, ENDLESS, IMMORTAL"
IMMORTAL,"AGELESS, TIMELESS, EVERLASTING, CONTINUOUS, PERPETUAL, ETERNAL, ENDLESS, UNLIMITED"
ALGAE,"KELP, SEAWEED"
KELP,"ALGAE, SEAWEED"
SEAWEED,"ALGAE, KELP"
MAPLE SYRUP,"PANCAKE SYRUP, SYRUP, MOLASSES"
PANCAKE SYRUP,"MAPLE SYRUP, SYRUP, MOLASSES"
SYRUP,"MAPLE SYRUP, PANCAKE SYRUP, MOLASSES"
MOLASSES,"MAPLE SYRUP, PANCAKE SYRUP, SYRUP"
CHIMNEY,"PIPE, VENT"
PIPE,"CHIMNEY, VENT"
VENT,"CHIMNEY, PIPE"
ENGINE,"DIESEL, TURBINE"
DIESEL,"ENGINE, TURBINE"
TURBINE,"ENGINE, DIESEL"
RESILIENT,"TIGHT, TOUGH, STIFF, HARD"
TIGHT,"RESILIENT, TOUGH, STIFF, HARD"
TOUGH,"RESILIENT, TIGHT, STIFF, HARD"
STIFF,"RESILIENT, TIGHT, TOUGH, HARD"
HARD,"RESILIENT, TIGHT, TOUGH, STIFF"
OVEN,"CONVECTION OVEN, MICROWAVE, MICROWAVE OVEN"
CONVECTION OVEN,"OVEN, MICROWAVE, MICROWAVE OVEN"
MICROWAVE,"OVEN, CONVECTION OVEN, MICROWAVE OVEN"
MICROWAVE OVEN,"OVEN, CONVECTION OVEN, MICROWAVE"
WAFFLE,PANCAKE
PANCAKE,WAFFLE
FREEZER,REFRIGERATOR
REFRIGERATOR,FREEZER
CRISPY,CRISP
CRISP,CRISPY
MAKER,"INVENTOR, BUILDER"
INVENTOR,"MAKER, BUILDER"
BUILDER,"MAKER, INVENTOR"
FRYING PAN,"SKILLET, SAUCEPAN, PAN"
SKILLET,"FRYING PAN, SAUCEPAN, PAN"
SAUCEPAN,"FRYING PAN, SKILLET, PAN"
PAN,"FRYING PAN, SKILLET, SAUCEPAN"
FOOD PROCESSOR,"BLENDER, FOOD MIXER"
BLENDER,"FOOD PROCESSOR, FOOD MIXER"
FOOD MIXER,"FOOD PROCESSOR, BLENDER"
ROOF,CEILING
CEILING,ROOF
SULTAN,"MONARCH, QUEEN, KING, EMPEROR, EMPRESS"
MONARCH,"SULTAN, QUEEN, KING, EMPEROR, EMPRESS"
QUEEN,"SULTAN, MONARCH, KING, EMPEROR, EMPRESS"
KING,"SULTAN, MONARCH, QUEEN, EMPEROR, EMPRESS"
EMPEROR,"SULTAN, MONARCH, QUEEN, KING, EMPRESS"
EMPRESS,"SULTAN, MONARCH, QUEEN, KING, EMPEROR"
YET,STILL
STILL,YET
STAGE,"LEG, DATE, PHASE, MOMENT"
LEG,"STAGE, DATE, PHASE, MOMENT"
DATE,"STAGE, LEG, PHASE, MOMENT"
PHASE,"STAGE, LEG, DATE, MOMENT"
MOMENT,"STAGE, LEG, DATE, PHASE"
VIRUS,"CANCER, FLU, INFLUENZA, INFECTION, GERM, DISEASE"
CANCER,"VIRUS, FLU, INFLUENZA, INFECTION, GERM, DISEASE"
FLU,"VIRUS, CANCER, INFLUENZA, INFECTION, GERM, DISEASE"
INFLUENZA,"VIRUS, CANCER, FLU, INFECTION, GERM, DISEASE"
INFECTION,"VIRUS, CANCER, FLU, INFLUENZA, GERM, DISEASE"
GERM,"VIRUS, CANCER, FLU, INFLUENZA, INFECTION, DISEASE"
DISEASE,"VIRUS, CANCER, FLU, INFLUENZA, INFECTION, GERM"
SPHERE,CIRCLE
CIRCLE,SPHERE
MUNITIONS,"AMMUNITION, CARTRIDGE, AMMO, PELLET, BULLET"
AMMUNITION,"MUNITIONS, CARTRIDGE, AMMO, PELLET, BULLET"
CARTRIDGE,"MUNITIONS, AMMUNITION, AMMO, PELLET, BULLET"
AMMO,"MUNITIONS, AMMUNITION, CARTRIDGE, PELLET, BULLET"
PELLET,"MUNITIONS, AMMUNITION, CARTRIDGE, AMMO, BULLET"
BULLET,"MUNITIONS, AMMUNITION, CARTRIDGE, AMMO, PELLET"
LEISURE,RECREATION
RECREATION,LEISURE
SILENT,MUTE
MUTE,SILENT
DRY,DRIED
DRIED,DRY
DESKTOP COMPUTER,"LAPTOP, PERSONAL COMPUTER, DESKTOP"
LAPTOP,"DESKTOP COMPUTER, PERSONAL COMPUTER, DESKTOP"
PERSONAL COMPUTER,"DESKTOP COMPUTER, LAPTOP, DESKTOP"
DESKTOP,"DESKTOP COMPUTER, LAPTOP, PERSONAL COMPUTER"
KETCHUP,"GRAVY, MUSTARD, SALSA, CONDIMENTS, PEPPER , SPICES, FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, ZEST, SAUCE"
GRAVY,"KETCHUP, MUSTARD, SALSA, CONDIMENTS, PEPPER , SPICES, FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, ZEST, SAUCE"
MUSTARD,"KETCHUP, GRAVY, SALSA, CONDIMENTS, PEPPER , SPICES, FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, ZEST, SAUCE"
SALSA,"KETCHUP, GRAVY, MUSTARD, CONDIMENTS, PEPPER , SPICES, FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, ZEST, SAUCE"
CONDIMENTS,"KETCHUP, GRAVY, MUSTARD, SALSA, PEPPER , SPICES, FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, ZEST, SAUCE"
PEPPER ,"KETCHUP, GRAVY, MUSTARD, SALSA, CONDIMENTS, SPICES, FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, ZEST, SAUCE"
SPICES,"KETCHUP, GRAVY, MUSTARD, SALSA, CONDIMENTS, PEPPER , FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, ZEST, SAUCE"
FLAVOURING,"KETCHUP, GRAVY, MUSTARD, SALSA, CONDIMENTS, PEPPER , SPICES, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, ZEST, SAUCE"
CONDIMENT,"KETCHUP, GRAVY, MUSTARD, SALSA, CONDIMENTS, PEPPER , SPICES, FLAVOURING, FLAVORING, HORSERADISH, SEASONING, ZEST, SAUCE"
FLAVORING,"KETCHUP, GRAVY, MUSTARD, SALSA, CONDIMENTS, PEPPER , SPICES, FLAVOURING, CONDIMENT, HORSERADISH, SEASONING, ZEST, SAUCE"
HORSERADISH,"KETCHUP, GRAVY, MUSTARD, SALSA, CONDIMENTS, PEPPER , SPICES, FLAVOURING, CONDIMENT, FLAVORING, SEASONING, ZEST, SAUCE"
SEASONING,"KETCHUP, GRAVY, MUSTARD, SALSA, CONDIMENTS, PEPPER , SPICES, FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, ZEST, SAUCE"
ZEST,"KETCHUP, GRAVY, MUSTARD, SALSA, CONDIMENTS, PEPPER , SPICES, FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, SAUCE"
SAUCE,"KETCHUP, GRAVY, MUSTARD, SALSA, CONDIMENTS, PEPPER , SPICES, FLAVOURING, CONDIMENT, FLAVORING, HORSERADISH, SEASONING, ZEST"
CRAWFISH,"OYSTER, SCALLOP, LOBSTER, SHRIMP, CRAYFISH, CLAM, CONCH, MUSSEL"
OYSTER,"CRAWFISH, SCALLOP, LOBSTER, SHRIMP, CRAYFISH, CLAM, CONCH, MUSSEL"
SCALLOP,"CRAWFISH, OYSTER, LOBSTER, SHRIMP, CRAYFISH, CLAM, CONCH, MUSSEL"
LOBSTER,"CRAWFISH, OYSTER, SCALLOP, SHRIMP, CRAYFISH, CLAM, CONCH, MUSSEL"
SHRIMP,"CRAWFISH, OYSTER, SCALLOP, LOBSTER, CRAYFISH, CLAM, CONCH, MUSSEL"
CRAYFISH,"CRAWFISH, OYSTER, SCALLOP, LOBSTER, SHRIMP, CLAM, CONCH, MUSSEL"
